ID,PID,Timestamp,CPU%,CPU(W),GPU%,GPU(W)
1,71966,1770564388741,8.405876159667969,1.0318463939978957,96,45.34572244456235
2,71966,1770564391904,8.213333129882813,1.006077420516785,99,53.197617727102966
3,71966,1770564395069,8.16489315032959,0.9726600512572567,99,54.06432148329104
4,71966,1770564398236,8.193669319152832,1.0058176953422384,99,54.015670933554105
5,71966,1770564401514,8.152734756469727,1.3363326454137265,99,53.967776415554084
6,71966,1770564404753,8.012568473815918,1.6078743313445365,92,45.228845376089886
7,71966,1770564407914,0,0,0,0
